32 0.00002508163452148
33 0.00002414529973810
256 0.00058952244845304
257 0.00060105323791504
32 0.00002310276031494
33 0.00002425367181951
256 0.00059439919211648
257 0.00061705112457275
1024 0.00973341681740501
1025 0.00976913625543768
2048 0.03895605694163929
2049 0.03911818157542835
32 0.00023674964904785
32 0.00032162666320801
33 0.00019979476928711
256 0.00677514076232910
257 0.00685977935791016
1024 0.10965728759765625
1025 0.10988807678222656
2048 0.43824362754821777
2049 0.43950390815734863
