32 0.00014305114746094
33 0.00021195411682129
256 0.00626468658447266
257 0.00649905204772949
1024 0.10620570182800293
1025 0.10740232467651367
2048 0.46754312515258789
2049 0.43291091918945312
32 0.00009202957153320
33 0.00009894371032715
256 0.00626349449157715
257 0.00649333000183105
1024 0.10617280006408691
1025 0.10752797126770020
2048 0.46745753288269043
2049 0.43295335769653320
32 0.00009202957153320
33 0.00018167495727539
256 0.00629711151123047
257 0.00650191307067871
1024 0.10660099983215332
1025 0.10741710662841797
2048 0.46745944023132324
2049 0.43399047851562500
